3194640984,kristinlin2007,2019-03-20,,4351961861736609
1456862082,yunstefanie,2019-03-17,,4348727588652508
2941669701,青春少年是样样红_52376,2019-03-08,,4347128253655858
2709521464,净空法师开示语录,2019-03-08,,4347128253655858
2629762362,素味平生99,2019-03-07,0.9699088183026924,4347128253655858
6385757838,OK_清净,2019-03-07,,4347128253655858
2267676373,柠檬妈妈噶玛宝月,2019-03-07,,4347128253655858
1639050010,极地曙光,2019-03-07,,4347128253655858
6471567703,惠滕利紫,2019-03-07,,4347128253655858
2371517815,prettyrally,2019-03-07,,4347128253655858
1801372097,橘子辉煌n,2019-03-07,,4347128253655858
1459845377,听听_听听,2019-03-09,,4346832265700653
1411489797,风吟天下,2019-03-07,0.7995168040670763,4346832265700653
6500001452,这是最后一个PP,2019-03-07,0.9999997707803551,4346832265700653
3292000233,一场新凉,2019-03-06,,4346832265700653
5193199391,成绵高速广告大牌,2019-03-06,,4346832265700653
1973009074,兩間居士,2019-03-06,0.9034246445679548,4346832265700653
1980566111,兄台果然是高手,2019-03-06,,4346832265700653
3494583301,岐园,2019-03-06,,4346832265700653
2000238743,太学箫,2019-03-06,,4346832265700653
1400686717,该昵称已经被抢注,2019-03-06,0.04464752488259127,4346832265700653
1909390911,hex0r,2019-03-06,,4346832265700653
6452446767,耗散结构体,2019-03-06,0.9999999362507673,4346832265700653
6220626686,锦绣澜涛,2019-03-06,0.8640497663012142,4346832265700653
2428906515,顶风吃饼,2019-03-06,0.5262327818078083,4346832265700653
6068931284,保山同城,2019-03-05,0.999967950211442,4346443769038694
5794011819,保山时讯,2019-03-05,0.9999900045816197,4346443769038694
1456862082,yunstefanie,2019-03-17,,4345329535208572
6468301802,释放心理学,2019-03-02,,4345304252270203
3513767957,迪加吃鸡吃鸡,2019-03-02,0.2765167421403656,4345304252270203
5973030632,前闯的人,2019-03-02,,4345304252270203
1264631705,感谢你-我的心,2019-03-02,0.3355685586367311,4345304252270203
6585929169,我先简单讲两句___,2019-03-02,0.6791522909979704,4345304252270203
2198900423,有机农夫杨,2019-03-02,0.6133124073625846,4345304252270203
5721503368,miqing755,2019-03-02,,4345304252270203
5613602119,用户5613602119,2019-03-02,0.1925025397374026,4345140884039074
1913359742,鸟叔假货爆光台,2019-03-01,,4345030506513803
